issue;start;result;unit ready;fetch;store;
1;1;3;2;7;
3;3;5;4;9;
5;5;10;7; ;
6;10;15;12; ;
11;11;13;12;17;
13;13;15;14;19;
15;15;20;17; ;
16;20;24;21; ;
21;24;28;25; ;
25;25;27;26; ;31;
